athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Myriam Baverel",23,France,2004,Taekwondo,0,1,0,1
"Yaowapa Boorapolchai",19,Thailand,2004,Taekwondo,0,0,1,1
"Adriana Carmona",30,Venezuela,2004,Taekwondo,0,0,1,1
"Chen Shih-Hsien",25,"Chinese Taipei",2004,Taekwondo,1,0,0,1
"Chen Zhong",21,China,2004,Taekwondo,1,0,0,1
"Chu Mu-Yen",22,"Chinese Taipei",2004,Taekwondo,1,0,0,1
"Pascal Gentil",31,France,2004,Taekwondo,0,0,1,1
"Huang Chih-Hsiung",27,"Chinese Taipei",2004,Taekwondo,0,1,0,1
"Hwang Gyeong-Seon",18,"South Korea",2004,Taekwondo,0,0,1,1
"Jang Ji-Won",24,"South Korea",2004,Taekwondo,1,0,0,1
"Youssef Karami",21,Iran,2004,Taekwondo,0,0,1,1
"Yanely Labrada",22,Cuba,2004,Taekwondo,0,1,0,1
"Steven Lopez",25,"United States",2004,Taekwondo,1,0,0,1
"Luo Wei",21,China,2004,Taekwondo,1,0,0,1
"Mun Dae-Seong",27,"South Korea",2004,Taekwondo,1,0,0,1
"Elli Mystakidou",27,Greece,2004,Taekwondo,0,1,0,1
"Alexandros Nikolaidis",24,Greece,2004,Taekwondo,0,1,0,1
"Hadi Saei",28,Iran,2004,Taekwondo,1,0,0,1
"Tamer Salah",22,Egypt,2004,Taekwondo,0,0,1,1
"Iridia Salazar",22,Mexico,2004,Taekwondo,0,0,1,1
"Óscar Salazar",26,Mexico,2004,Taekwondo,0,1,0,1
"Song Myeong-Seop",20,"South Korea",2004,Taekwondo,0,0,1,1
"Bahri Tanrikulu",24,Turkey,2004,Taekwondo,0,1,0,1
"Mario Ancic",20,Croatia,2004,Tennis,0,0,1,1
"Mardy Fish",22,"United States",2004,Tennis,0,1,0,1
"Justine Henin-Hardenne",22,Belgium,2004,Tennis,1,0,0,1
"Nicolas Kiefer",27,Germany,2004,Tennis,0,1,0,1
"Li Ting",24,China,2004,Tennis,1,0,0,1
"Ivan Ljubicic",25,Croatia,2004,Tennis,0,0,1,1
"Conchita Martínez",32,Spain,2004,Tennis,0,1,0,1
"Amélie Mauresmo",25,France,2004,Tennis,0,1,0,1
"Alicia Molik",23,Australia,2004,Tennis,0,0,1,1
"Vivi Ruano",30,Spain,2004,Tennis,0,1,0,1
"Rainer Schüttler",28,Germany,2004,Tennis,0,1,0,1
"Paola Suárez",28,Argentina,2004,Tennis,0,0,1,1
"Sun Tiantian",22,China,2004,Tennis,1,0,0,1
"Patricia Tarabini",36,Argentina,2004,Tennis,0,0,1,1
"Yelena Azarova",31,Russia,2004,"Synchronized Swimming",1,0,0,1
"Olga Brusnikina",25,Russia,2004,"Synchronized Swimming",1,0,0,1
"Tammy Crow",27,"United States",2004,"Synchronized Swimming",0,0,1,1
"Erin Dobratz",21,"United States",2004,"Synchronized Swimming",0,0,1,1
"Michiyo Fujimaru",25,Japan,2004,"Synchronized Swimming",0,1,0,1
"Mariya Gromova",20,Russia,2004,"Synchronized Swimming",1,0,0,1
"Saho Harada",21,Japan,2004,"Synchronized Swimming",0,1,0,1
"Rebecca Jasontek",29,"United States",2004,"Synchronized Swimming",0,0,1,1
"Naoko Kawashima",23,Japan,2004,"Synchronized Swimming",0,1,0,1
"Elvira Khasyanova",23,Russia,2004,"Synchronized Swimming",1,0,0,1
"Mariya Kiselyova",29,Russia,2004,"Synchronized Swimming",1,0,0,1
"Kanako Kitao",22,Japan,2004,"Synchronized Swimming",0,1,0,1
"Sara Lowe",20,"United States",2004,"Synchronized Swimming",0,0,1,1
"Lauren McFall",24,"United States",2004,"Synchronized Swimming",0,0,1,1
"Stephanie Nesbitt",19,"United States",2004,"Synchronized Swimming",0,0,1,1
"Olga Novokshchenova",29,Russia,2004,"Synchronized Swimming",1,0,0,1
"Anna Shorina",22,Russia,2004,"Synchronized Swimming",1,0,0,1
"Emiko Suzuki",22,Japan,2004,"Synchronized Swimming",0,1,0,1
"Juri Tatsumi",24,Japan,2004,"Synchronized Swimming",0,1,0,1
"Yoko Yoneda",28,Japan,2004,"Synchronized Swimming",0,1,0,1
"Kendra Zanotto",22,"United States",2004,"Synchronized Swimming",0,0,1,1
"Georgina Bardach",20,Argentina,2004,Swimming,0,0,1,1
"George Bovell",21,"Trinidad and Tobago",2004,Swimming,0,0,1,1
"Emiliano Brembilla",25,Italy,2004,Swimming,0,0,1,1
"Federico Cappellazzo",23,Italy,2004,Swimming,0,0,1,1
"Simone Cercato",29,Italy,2004,Swimming,0,0,1,1
"Lars Conrad",28,Germany,2004,Swimming,0,1,0,1
"Haley Cope",25,"United States",2004,Swimming,0,1,0,1
"Ritz Correia",22,"United States",2004,Swimming,0,1,0,1
"László Cseh Jr.",18,Hungary,2004,Swimming,0,0,1,1
"Petra Dallmann",25,Germany,2004,Swimming,0,0,1,1
"Dave Davies",19,"Great Britain",2004,Swimming,0,0,1,1
"Inge Dekker",18,Netherlands,2004,Swimming,0,0,1,1
"Duje Draganja",21,Croatia,2004,Swimming,0,1,0,1
"Steffen Driesen",22,Germany,2004,Swimming,0,1,0,1
"Hugues Duboscq",22,France,2004,Swimming,0,0,1,1
"Nate Dusing",25,"United States",2004,Swimming,0,0,1,1
"Lyndon Ferns",20,"South Africa",2004,Swimming,1,0,0,1
"Solenne Figuès",25,France,2004,Swimming,0,0,1,1
"Razvan Florea",23,Romania,2004,Swimming,0,0,1,1
"Mark Gangloff",22,"United States",2004,Swimming,1,0,0,1
"Scott Goldblatt",25,"United States",2004,Swimming,1,0,0,1
"Daniela Götz",16,Germany,2004,Swimming,0,0,1,1
"Janina-Kristin Götz",23,Germany,2004,Swimming,0,0,1,1
"Chantal Groot",21,Netherlands,2004,Swimming,0,0,1,1
"Dániel Gyurta",15,Hungary,2004,Swimming,0,1,0,1
"Sara Harstick",22,Germany,2004,Swimming,0,0,1,1
"Rhi Jeffrey",17,"United States",2004,Swimming,1,0,0,1
"Larsen Jensen",18,"United States",2004,Swimming,0,1,0,1
"Johan Kenkhuis",24,Netherlands,2004,Swimming,0,1,0,1
"Dan Ketchum",22,"United States",2004,Swimming,1,0,0,1
"Tara Kirk",22,"United States",2004,Swimming,0,1,0,1
"Michael Klim",27,Australia,2004,Swimming,0,1,0,1
"Stanislava Komarova",18,Russia,2004,Swimming,0,1,0,1
"Annabel Kosten",27,Netherlands,2004,Swimming,0,0,1,1
"Lenny Krayzelburg",28,"United States",2004,Swimming,1,0,0,1
"Jens Kruppa",28,Germany,2004,Swimming,0,1,0,1
"Colleen Lanne",24,"United States",2004,Swimming,0,1,0,1
"Li Ji",18,China,2004,Swimming,0,1,0,1
"Luo Xuejuan",20,China,2004,Swimming,1,0,0,1
"Filippo Magnini",22,Italy,2004,Swimming,0,0,1,1
"Antony Matkovich",27,Australia,2004,Swimming,0,1,0,1
"Helge Meeuw",19,Germany,2004,Swimming,0,1,0,1
"Malia Metella",22,France,2004,Swimming,0,1,0,1
"Diana Munz",22,"United States",2004,Swimming,0,0,1,1
"Reiko Nakamura",22,Japan,2004,Swimming,0,0,1,1
"Yuko Nakanishi",23,Japan,2004,Swimming,0,0,1,1
"Ryk Neethling",26,"South Africa",2004,Swimming,1,0,0,1
"Yoshihiro Okumura",21,Japan,2004,Swimming,0,0,1,1
"Pang Jiaying",19,China,2004,Swimming,0,1,0,1
"Steve Parry",27,"Great Britain",2004,Swimming,0,0,1,1
"Todd Pearson",26,Australia,2004,Swimming,0,1,0,1
"Federica Pellegrini",16,Italy,2004,Swimming,0,1,0,1
"Matteo Pelliciari",25,Italy,2004,Swimming,0,0,1,1
"Carly Piper",20,"United States",2004,Swimming,1,0,0,1
"Sarah Poewe",21,Germany,2004,Swimming,0,0,1,1
"Anne Poleska",24,Germany,2004,Swimming,0,0,1,1
"Camelia Potec",22,Romania,2004,Swimming,1,0,0,1
"Giaan Rooney",21,Australia,2004,Swimming,1,0,0,1
"Massimiliano Rosolino",26,Italy,2004,Swimming,0,0,1,1
"Thomas Rupprath",27,Germany,2004,Swimming,0,1,0,1
"Sarah Ryan",27,Australia,2004,Swimming,1,0,0,1
"Jess Schipper",17,Australia,2004,Swimming,1,0,0,1
"Andriy Serdinov",21,Ukraine,2004,Swimming,0,0,1,1
"Ai Shibata",22,Japan,2004,Swimming,1,0,0,1
"Nicholas Sprenger",19,Australia,2004,Swimming,0,1,0,1
"Craig Stevens",24,Australia,2004,Swimming,0,1,0,1
"Hannah Stockbauer",22,Germany,2004,Swimming,0,0,1,1
"Darian Townsend",19,"South Africa",2004,Swimming,1,0,0,1
"Peter Vanderkaay",20,"United States",2004,Swimming,1,0,0,1
"Mark Veens",26,Netherlands,2004,Swimming,0,1,0,1
"Marleen Veldhuis",25,Netherlands,2004,Swimming,0,0,1,1
"Erik Vendt",23,"United States",2004,Swimming,0,1,0,1
"Dana Vollmer",16,"United States",2004,Swimming,1,0,0,1
"Gabe Woodward",25,"United States",2004,Swimming,0,0,1,1
"Xu Yanwei",20,China,2004,Swimming,0,1,0,1
"Yang Yu",19,China,2004,Swimming,0,1,0,1
"Mitja Zastrow",27,Netherlands,2004,Swimming,0,1,0,1
"Zhu Yingwen",22,China,2004,Swimming,0,1,0,1
"Klaas-Erik Zwering",23,Netherlands,2004,Swimming,0,1,0,1
"Sandy Allen-Lewis",25,Australia,2004,Softball,0,1,0,1
"Laura Berg",29,"United States",2004,Softball,1,0,0,1
"Crystl Bustos",26,"United States",2004,Softball,1,0,0,1
"Marissa Carpadios",26,Australia,2004,Softball,0,1,0,1
"Amanda Doman",26,Australia,2004,Softball,0,1,0,1
"Peta Edebone",35,Australia,2004,Softball,0,1,0,1
"Lisa Fernandez",33,"United States",2004,Softball,1,0,0,1
"Jennie Finch",23,"United States",2004,Softball,1,0,0,1
"Tairia Flowers",23,"United States",2004,Softball,1,0,0,1
"Amanda Freed",24,"United States",2004,Softball,1,0,0,1
"Fiona Hanes-Crawford",27,Australia,2004,Softball,0,1,0,1
"Tanya Harding",32,Australia,2004,Softball,0,1,0,1
"Lori Harrigan",33,"United States",2004,Softball,1,0,0,1
"Natalie Hodgskin",28,Australia,2004,Softball,0,1,0,1
"Kazue Ito",26,Japan,2004,Softball,0,0,1,1
"Yumi Iwabuchi",24,Japan,2004,Softball,0,0,1,1
"Lovie Jung",24,"United States",2004,Softball,1,0,0,1
"Kelly Kretschman",24,"United States",2004,Softball,1,0,0,1
"Jessica Mendoza",23,"United States",2004,Softball,1,0,0,1
"Masumi Mishina",22,Japan,2004,Softball,0,0,1,1
"Simmone Morrow",27,Australia,2004,Softball,0,1,0,1
"Tracey Mosley",30,Australia,2004,Softball,0,1,0,1
"Emi Naito",24,Japan,2004,Softball,0,0,1,1
"Stacey Nuveman",26,"United States",2004,Softball,1,0,0,1
"Leah O'Brien-Amico",29,"United States",2004,Softball,1,0,0,1
"Cat Osterman",21,"United States",2004,Softball,1,0,0,1
"Stacey Porter",22,Australia,2004,Softball,0,1,0,1
"Melanie Roche",33,Australia,2004,Softball,0,1,0,1
"Haruka Saito",34,Japan,2004,Softball,0,0,1,1
"Hiroko Sakai",25,Japan,2004,Softball,0,0,1,1
"Naoko Sakamoto",19,Japan,2004,Softball,0,0,1,1
"Rie Sato",24,Japan,2004,Softball,0,0,1,1
"Yuki Sato",23,Japan,2004,Softball,0,0,1,1
"Juri Takayama",27,Japan,2004,Softball,0,0,1,1
"Natalie Titcume",28,Australia,2004,Softball,0,1,0,1
"Jenny Topping",24,"United States",2004,Softball,1,0,0,1
"Yukiko Ueno",22,Japan,2004,Softball,0,0,1,1
"Reika Utsugi",41,Japan,2004,Softball,0,0,1,1
"Natalie Ward",28,Australia,2004,Softball,0,1,0,1
"Natasha Watley",22,"United States",2004,Softball,1,0,0,1
"Brooke Wilkins",30,Australia,2004,Softball,0,1,0,1
"Kerry Wyborn",26,Australia,2004,Softball,0,1,0,1
"Eri Yamada",20,Japan,2004,Softball,0,0,1,1
"Noriko Yamaji",33,Japan,2004,Softball,0,0,1,1
"Ahmed Al-Maktoum",40,"United Arab Emirates",2004,Shooting,1,0,0,1
"Sergey Alifirenko",45,Russia,2004,Shooting,0,0,1,1
"Aleksey Alipov",29,Russia,2004,Shooting,1,0,0,1
"Michael Anti",40,"United States",2004,Shooting,0,1,0,1
"Irad? Asumova",46,Azerbaijan,2004,Shooting,0,0,1,1
"Suzy Balogh",31,Australia,2004,Shooting,1,0,0,1
"Andrea Benelli",44,Italy,2004,Shooting,1,0,0,1
"Aleksandr Blinov",22,Russia,2004,Shooting,0,1,0,1
"Du Li",22,China,2004,Shooting,1,0,0,1
"Matt Emmons",23,"United States",2004,Shooting,1,0,0,1
"Gao E",41,China,2004,Shooting,0,0,1,1
"Jozef Gönci",30,Slovakia,2004,Shooting,0,0,1,1
"Lenka Hyková-Marušková",19,"Czech Republic",2004,Shooting,0,1,0,1
"Diána Igaly",39,Hungary,2004,Shooting,1,0,0,1
"Vladimir Isakov",34,Russia,2004,Shooting,0,0,1,1
"Jia Zhanbo",30,China,2004,Shooting,1,0,0,1
"Jin Jong-O",24,"South Korea",2004,Shooting,0,1,0,1
"Marko Kemppainen",28,Finland,2004,Shooting,0,1,0,1
"Kim Jong-Su",27,"North Korea",2004,Shooting,0,0,1,1
"Olena Kostevych",19,Ukraine,2004,Shooting,1,0,0,1
"Katerina Kurková-Emmons",20,"Czech Republic",2004,Shooting,0,0,1,1
"Manfred Kurzer",34,Germany,2004,Shooting,1,0,0,1
"Li Jie",31,China,2004,Shooting,0,1,0,1
"Christian Lusch",23,Germany,2004,Shooting,0,1,0,1
"Dmitry Lykin",30,Russia,2004,Shooting,0,0,1,1
"Sergey Martynov",36,Belarus,2004,Shooting,0,0,1,1
"Zemfira Meft?kh?tddinova",41,Azerbaijan,2004,Shooting,0,0,1,1
"Giovanni Pellielo",34,Italy,2004,Shooting,0,1,0,1
"Christian Planer",29,Austria,2004,Shooting,0,0,1,1
"Sergey Polyakov",36,Russia,2004,Shooting,0,1,0,1
"María Quintanal",34,Spain,2004,Shooting,0,1,0,1
"Rajyavardhan Rathore",34,India,2004,Shooting,0,1,0,1
"Kim Rhode",25,"United States",2004,Shooting,1,0,0,1
"Juan Miguel Rodríguez",37,Cuba,2004,Shooting,0,0,1,1
"Ralf Schumann",42,Germany,2004,Shooting,1,0,0,1
"Jasna Šekaric",38,"Serbia and Montenegro",2004,Shooting,0,1,0,1
"Valentina Turisini",35,Italy,2004,Shooting,0,1,0,1
"Adam Vella",33,Australia,2004,Shooting,0,0,1,1
"Wang Chengyi",21,China,2004,Shooting,0,0,1,1
"Wang Yifu",43,China,2004,Shooting,1,0,0,1
"Wang Zheng",25,China,2004,Shooting,0,0,1,1
"Wei Ning",22,China,2004,Shooting,0,1,0,1
"Zhu Qinan",19,China,2004,Shooting,1,0,0,1
"Ben Ainslie",27,"Great Britain",2004,Sailing,1,0,0,1
"Sarah Ayton",24,"Great Britain",2004,Sailing,1,0,0,1
"Sandra Azón",30,Spain,2004,Sailing,0,1,0,1
"Sofia Bekatorou",26,Greece,2004,Sailing,1,0,0,1
"Kevin Burnham",47,"United States",2004,Sailing,1,0,0,1
"Nick Dempsey",24,"Great Britain",2004,Sailing,0,0,1,1
"Chris Draper",26,"Great Britain",2004,Sailing,0,0,1,1
"Carlos Espínola",32,Argentina,2004,Sailing,0,0,1,1
"Xavier Fernández",27,Spain,2004,Sailing,1,0,0,1
"Marcelo Ferreira",38,Brazil,2004,Sailing,1,0,0,1
"Paul Foerster",40,"United States",2004,Sailing,1,0,0,1
"Gal Fridman",28,Israel,2004,Sailing,1,0,0,1
"Andreas Geritzer",26,Austria,2004,Sailing,0,1,0,1
"Joe Glanfield",25,"Great Britain",2004,Sailing,0,1,0,1
"Torben Grael",44,Brazil,2004,Sailing,1,0,0,1
"Roman Hagara",38,Austria,2004,Sailing,1,0,0,1
"Simon Hiscocks",31,"Great Britain",2004,Sailing,0,0,1,1
"Dorte Jensen",31,Denmark,2004,Sailing,0,0,1,1
"Helle Jespersen",36,Denmark,2004,Sailing,0,0,1,1
"Nikos Kaklamanakis",35,Greece,2004,Sailing,0,1,0,1
"Hanna Kalinina",25,Ukraine,2004,Sailing,0,1,0,1
"Mateusz Kusznierewicz",29,Poland,2004,Sailing,0,0,1,1
"Santiago Lange",42,Argentina,2004,Sailing,0,0,1,1
"Heorhiy Leonchuk",30,Ukraine,2004,Sailing,0,1,0,1
"Signe Livbjerg",24,Denmark,2004,Sailing,0,0,1,1
"John Lovell",36,"United States",2004,Sailing,0,1,0,1
"Rodion Luka",31,Ukraine,2004,Sailing,0,1,0,1
"Ross MacDonald",39,Canada,2004,Sailing,0,1,0,1
"Iker Martínez",27,Spain,2004,Sailing,1,0,0,1
"Svitlana Matevusheva",23,Ukraine,2004,Sailing,0,1,0,1
"Faustine Merret",26,France,2004,Sailing,1,0,0,1
"Charlie Ogletree",36,"United States",2004,Sailing,0,1,0,1
"Christina Otzen",28,Denmark,2004,Sailing,0,0,1,1
"Pascal Rambeau",32,France,2004,Sailing,0,0,1,1
"Shirley Robertson",36,"Great Britain",2004,Sailing,1,0,0,1
"Nick Rogers",27,"Great Britain",2004,Sailing,0,1,0,1
"Xavier Rohart",36,France,2004,Sailing,0,0,1,1
"Robert Scheidt",31,Brazil,2004,Sailing,1,0,0,1
"Kazuto Seki",28,Japan,2004,Sailing,0,0,1,1
"Alessandra Sensini",34,Italy,2004,Sailing,0,0,1,1
"Lenka Šmídová",29,"Czech Republic",2004,Sailing,0,1,0,1
"Hans-Peter Steinacher",35,Austria,2004,Sailing,1,0,0,1
"Siren Sundby",21,Norway,2004,Sailing,1,0,0,1
"Ruslana Taran",33,Ukraine,2004,Sailing,0,1,0,1
"Kenjiro Todoroki",28,Japan,2004,Sailing,0,0,1,1
"Therese Torgersson",28,Sweden,2004,Sailing,0,0,1,1
"Rafael Trujillo",28,Spain,2004,Sailing,0,1,0,1
"Aimilia Tsoulfa",31,Greece,2004,Sailing,1,0,0,1
"Natalia Vía Dufresne",31,Spain,2004,Sailing,0,1,0,1
"Sarah Webb",27,"Great Britain",2004,Sailing,1,0,0,1
"Mike Wolfs",33,Canada,2004,Sailing,0,1,0,1
"Yin Jian",25,China,2004,Sailing,0,1,0,1
"Vendela Zachrisson-Santén",26,Sweden,2004,Sailing,0,0,1,1
"Vasilij Žbogar",28,Slovenia,2004,Sailing,0,0,1,1
"Luca Agamennoni",24,Italy,2004,Rowing,0,0,1,1
"Chris Ahrens",28,"United States",2004,Rowing,1,0,0,1
"Wyatt Allen",25,"United States",2004,Rowing,1,0,0,1
"Catello Amarante",25,Italy,2004,Rowing,0,0,1,1
"Salvatore Amitrano",28,Italy,2004,Rowing,0,0,1,1
"Cam Baerg",31,Canada,2004,Rowing,0,1,0,1
"Michiel Bartman",37,Netherlands,2004,Rowing,0,1,0,1
"Dan Beery",29,"United States",2004,Rowing,1,0,0,1
"Lorenzo Bertini",28,Italy,2004,Rowing,0,0,1,1
"Yuliya Bichik",21,Belarus,2004,Rowing,0,0,1,1
"Serhiy Biloushchenko",22,Ukraine,2004,Rowing,0,0,1,1
"Cath Bishop",32,"Great Britain",2004,Rowing,0,1,0,1
"Claudia Blasberg",29,Germany,2004,Rowing,0,1,0,1
"Kathrin Boron",34,Germany,2004,Rowing,1,0,0,1
"Amber Bradley",24,Australia,2004,Rowing,0,0,1,1
"Simon Burgess",36,Australia,2004,Rowing,0,1,0,1
"Donnie Cech",30,"South Africa",2004,Rowing,0,0,1,1
"Chun Wei Cheung",32,Netherlands,2004,Rowing,0,1,0,1
"Aurica Chirita-Barascu",29,Romania,2004,Rowing,1,0,0,1
"Pete Cipollone",33,"United States",2004,Rowing,1,0,0,1
"Ed Coode",29,"Great Britain",2004,Rowing,1,0,0,1
"Iztok Cop",32,Slovenia,2004,Rowing,0,1,0,1
"Alison Cox",25,"United States",2004,Rowing,0,1,0,1
"James Cracknell",32,"Great Britain",2004,Rowing,1,0,0,1
"Ben Cureton",23,Australia,2004,Rowing,0,1,0,1
"Caryn Davies",22,"United States",2004,Rowing,0,1,0,1
"Annemiek de Haan",23,Netherlands,2004,Rowing,0,0,1,1
"Matt Deakin",24,"United States",2004,Rowing,1,0,0,1
"Hurnet Dekkers",30,Netherlands,2004,Rowing,0,0,1,1
"Dario Dentale",21,Italy,2004,Rowing,0,0,1,1
"Geert-Jan Derksen",29,Netherlands,2004,Rowing,0,1,0,1
"Ramon di Clemente",29,"South Africa",2004,Rowing,0,0,1,1
"Megan Dirkmaat",28,"United States",2004,Rowing,0,1,0,1
"Frédéric Dufour",28,France,2004,Rowing,0,1,0,1
"Rumyana Dzhadzharova-Neykova",31,Bulgaria,2004,Rowing,0,0,1,1
"Eskild Ebbesen",32,Denmark,2004,Rowing,1,0,0,1
"Thomas Ebert",31,Denmark,2004,Rowing,1,0,0,1
"Anthony Edwards",31,Australia,2004,Rowing,0,1,0,1
"Gerritjan Eggenkamp",28,Netherlands,2004,Rowing,0,1,0,1
"Meike Evers",27,Germany,2004,Rowing,1,0,0,1
"Caroline Evers-Swindell",25,"New Zealand",2004,Rowing,1,0,0,1
"Georgina Evers-Swindell",25,"New Zealand",2004,Rowing,1,0,0,1
"Dana Faletic",27,Australia,2004,Rowing,0,0,1,1
"Sergey Fedorovtsev",24,Russia,2004,Rowing,1,0,0,1
"Debbie Flood",24,"Great Britain",2004,Rowing,0,1,0,1
"Rodica Florea-Serban",21,Romania,2004,Rowing,1,0,0,1
"Jan-Willem Gabriëls",25,Netherlands,2004,Rowing,0,1,0,1
"Liliana Gafencu",29,Romania,2004,Rowing,1,0,0,1
"Rossano Galtarossa",32,Italy,2004,Rowing,0,0,1,1
"Nataliya Gelakh",26,Belarus,2004,Rowing,0,0,1,1
"Elena Georgescu",40,Romania,2004,Rowing,1,0,0,1
"Drew Ginn",29,Australia,2004,Rowing,1,0,0,1
"Katherine Grainger",28,"Great Britain",2004,Rowing,0,1,0,1
"Jakub Hanák",21,"Czech Republic",2004,Rowing,0,1,0,1
"Joey Hansen",25,"United States",2004,Rowing,1,0,0,1
"Bo Hanson",31,Australia,2004,Rowing,0,0,1,1
"Adrien Hardy",26,France,2004,Rowing,1,0,0,1
"Tom Herschmiller",26,Canada,2004,Rowing,0,1,0,1
"Nienke Hommes",27,Netherlands,2004,Rowing,0,0,1,1
"Beau Hoopman",23,"United States",2004,Rowing,1,0,0,1
"Kerry Hore",23,Australia,2004,Rowing,0,0,1,1
"Frances Houghton",23,"Great Britain",2004,Rowing,0,1,0,1
"Serhiy Hryn",22,Ukraine,2004,Rowing,0,0,1,1
"Doina Ignat",35,Romania,2004,Rowing,1,0,0,1
"Jüri Jaanson",38,Estonia,2004,Rowing,0,1,0,1
"David Jirka",22,"Czech Republic",2004,Rowing,0,1,0,1
"Katie Johnson",25,"United States",2004,Rowing,0,1,0,1
"Tomáš Karas",29,"Czech Republic",2004,Rowing,0,1,0,1
"Yekaterina Khodatovich-Karsten",32,Belarus,2004,Rowing,0,1,0,1
"David Kopriva",24,"Czech Republic",2004,Rowing,0,1,0,1
"Laurel Korholz",34,"United States",2004,Rowing,0,1,0,1
"Kerstin Kowalski-El-Qalqili",28,Germany,2004,Rowing,1,0,0,1
"Igor Kravtsov",30,Russia,2004,Rowing,1,0,0,1
"Thor Kristensen",24,Denmark,2004,Rowing,1,0,0,1
"Tomasz Kucharski",30,Poland,2004,Rowing,1,0,0,1
"Elise Laverick",29,"Great Britain",2004,Rowing,0,0,1,1
"Raffaello Leonardo",31,Italy,2004,Rowing,0,0,1,1
"Glen Loftus",28,Australia,2004,Rowing,0,1,0,1
"Manuela Lutze",30,Germany,2004,Rowing,1,0,0,1
"Oleh Lykov",31,Ukraine,2004,Rowing,0,0,1,1
"Sam Magee",21,"United States",2004,Rowing,0,1,0,1
"Bruno Mascarenhas",23,Italy,2004,Rowing,0,0,1,1
"Mike McKay",39,Australia,2004,Rowing,0,0,1,1
"Daniël Mensch",25,Netherlands,2004,Rowing,0,1,0,1
"Anna Mickelson-Cummins",24,"United States",2004,Rowing,0,1,0,1
"Alison Mowbray",33,"Great Britain",2004,Rowing,0,1,0,1
"Stephan Mølvig",25,Denmark,2004,Rowing,1,0,0,1
"Lianne Nelson",32,"United States",2004,Rowing,0,1,0,1
"Elisabeta Oleniuc-Lipa",39,Romania,2004,Rowing,1,0,0,1
"Britta Oppelt",26,Germany,2004,Rowing,0,1,0,1
"Ioana Papuc-Rotaru",20,Romania,2004,Rowing,1,0,0,1
"Matthew Pinsent",33,"Great Britain",2004,Rowing,1,0,0,1
"Constanta Pipota-Burcica",33,Romania,2004,Rowing,1,0,0,1
"Vasilios Polymeros",28,Greece,2004,Rowing,0,0,1,1
"Lorenzo Porzio",22,Italy,2004,Rowing,0,0,1,1
"Jason Read",26,"United States",2004,Rowing,1,0,0,1
"Daniela Reimer",21,Germany,2004,Rowing,0,1,0,1
"Stuart Reside",25,Australia,2004,Rowing,0,0,1,1
"Rebecca Romero",24,"Great Britain",2004,Rowing,0,1,0,1
"Katrin Rutschow-Stomporowski",29,Germany,2004,Rowing,1,0,0,1
"Alessio Sartori",27,Italy,2004,Rowing,0,0,1,1
"Rebecca Sattin",23,Australia,2004,Rowing,0,0,1,1
"Leonid Shaposhnykov",34,Ukraine,2004,Rowing,0,0,1,1
"Sarah Siegelaar",22,Netherlands,2004,Rowing,0,0,1,1
"Diederik Simon",34,Netherlands,2004,Rowing,0,1,0,1
"Nikša Skelin",26,Croatia,2004,Rowing,0,1,0,1
"Siniša Skelin",30,Croatia,2004,Rowing,0,1,0,1
"Nikos Skiathitis",22,Greece,2004,Rowing,0,0,1,1
"Marlies Smulders",22,Netherlands,2004,Rowing,0,0,1,1
"Luka Špik",25,Slovenia,2004,Rowing,0,1,0,1
"Nikolay Spinev",30,Russia,2004,Rowing,1,0,0,1
"Geoff Stewart",30,Australia,2004,Rowing,0,0,1,1
"James Stewart",30,Australia,2004,Rowing,0,0,1,1
"Steve Stewart",26,Australia,2004,Rowing,0,0,1,1
"Aleksey Svirin",25,Russia,2004,Rowing,1,0,0,1
"Robert Sycz",30,Poland,2004,Rowing,1,0,0,1
"Stefan Szczurowski",22,Australia,2004,Rowing,0,0,1,1
"Angela Tamas-Alupei",32,Romania,2004,Rowing,1,0,0,1
"Helen Tanger",25,Netherlands,2004,Rowing,0,0,1,1
"James Tomkins",38,Australia,2004,Rowing,1,0,0,1
"Michael Toon",25,Australia,2004,Rowing,0,0,1,1
"Pascal Touron",31,France,2004,Rowing,0,1,0,1
"Olaf Tufte",28,Norway,2004,Rowing,1,0,0,1
"Kirsten van der Kolk",28,Netherlands,2004,Rowing,0,0,1,1
"Marit van Eupen",34,Netherlands,2004,Rowing,0,0,1,1
"Annemarieke van Rumpt",24,Netherlands,2004,Rowing,0,0,1,1
"Matthijs Vellenga",26,Netherlands,2004,Rowing,0,1,0,1
"Gijs Vermeulen",23,Netherlands,2004,Rowing,0,1,0,1
"Sébastien Vielledent",27,France,2004,Rowing,1,0,0,1
"Bryan Volpenhein",27,"United States",2004,Rowing,1,0,0,1
"Peggy Waleska",24,Germany,2004,Rowing,0,1,0,1
"Froukje Wegman",25,Netherlands,2004,Rowing,0,0,1,1
"Stuart Welch",26,Australia,2004,Rowing,0,0,1,1
"Jake Wetzel",27,Canada,2004,Rowing,0,1,0,1
"Mary Whipple",24,"United States",2004,Rowing,0,1,0,1
"Barney Williams",27,Canada,2004,Rowing,0,1,0,1
"Steve Williams",28,"Great Britain",2004,Rowing,1,0,0,1
"Sarah Winckless",30,"Great Britain",2004,Rowing,0,0,1,1
"Ester Workel",29,Netherlands,2004,Rowing,0,0,1,1
"Ivo Yanakiev",28,Bulgaria,2004,Rowing,0,0,1,1
