athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Jonny Brownlee",22,"Great Britain",2012,Triathlon,0,0,1,1
"Erin Densham",27,Australia,2012,Triathlon,0,0,1,1
"Javier Gómez",29,Spain,2012,Triathlon,0,1,0,1
"Lisa Nordén",27,Sweden,2012,Triathlon,0,1,0,1
"Nicola Spirig",30,Switzerland,2012,Triathlon,1,0,0,1
"Dong Dong",23,China,2012,Trampoline,1,0,0,1
"He Wenna",23,China,2012,Trampoline,0,0,1,1
"Huang Shanshan",26,China,2012,Trampoline,0,1,0,1
"Lu Chunlong",23,China,2012,Trampoline,0,0,1,1
"Rosie MacLennan",23,Canada,2012,Trampoline,1,0,0,1
"Dmitry Ushakov",23,Russia,2012,Trampoline,0,1,0,1
"Anastasiya Baryshnikova",21,Russia,2012,Taekwondo,0,0,1,1
"Sebastian Crismanich",25,Argentina,2012,Taekwondo,1,0,0,1
"Aleksey Denisenko",18,Russia,2012,Taekwondo,0,0,1,1
"Robelis Despaigne",24,Cuba,2012,Taekwondo,0,0,1,1
"María Espinoza",24,Mexico,2012,Taekwondo,0,0,1,1
"Helena Fromm",25,Germany,2012,Taekwondo,0,0,1,1
"Nicolás García",24,Spain,2012,Taekwondo,0,1,0,1
"Joel González",22,Spain,2012,Taekwondo,1,0,0,1
"Anne-Caroline Graffe",26,France,2012,Taekwondo,0,1,0,1
"Marlene Harnois",25,France,2012,Taekwondo,0,0,1,1
"Hou Yuzhuo",24,China,2012,Taekwondo,0,1,0,1
"Hwang Gyeong-Seon",26,"South Korea",2012,Taekwondo,1,0,0,1
"Terrence Jennings",26,"United States",2012,Taekwondo,0,0,1,1
"Jade Jones",19,"Great Britain",2012,Taekwondo,1,0,0,1
"Lee Dae-Hun",20,"South Korea",2012,Taekwondo,0,1,0,1
"Liu Xiaobo",28,China,2012,Taekwondo,0,0,1,1
"Milica Mandic",20,Serbia,2012,Taekwondo,1,0,0,1
"Paige McPherson",21,"United States",2012,Taekwondo,0,0,1,1
"Carlo Molfetta",28,Italy,2012,Taekwondo,1,0,0,1
"Mohammad Bagheri Motamed",26,Iran,2012,Taekwondo,0,1,0,1
"Lutalo Muhammad",21,"Great Britain",2012,Taekwondo,0,0,1,1
"Oscar Muñoz",19,Colombia,2012,Taekwondo,0,0,1,1
"Rohullah Nikpai",25,Afghanistan,2012,Taekwondo,0,0,1,1
"Anthony Obame",23,Gabon,2012,Taekwondo,0,1,0,1
"Mauro Sarmiento",29,Italy,2012,Taekwondo,0,0,1,1
"Chanatip Sonkham",21,Thailand,2012,Taekwondo,0,0,1,1
"Nur Tatar",19,Turkey,2012,Taekwondo,0,1,0,1
"Servet Tazegül",23,Turkey,2012,Taekwondo,1,0,0,1
"Tseng Li-Cheng",25,"Chinese Taipei",2012,Taekwondo,0,0,1,1
"Wu Jingyu",25,China,2012,Taekwondo,1,0,0,1
"Brigitte Yagüe",31,Spain,2012,Taekwondo,0,1,0,1
"Lucija Zaninovic",25,Croatia,2012,Taekwondo,0,0,1,1
"Julien Benneteau",30,France,2012,Tennis,0,0,1,1
"Bob Bryan",34,"United States",2012,Tennis,1,0,0,1
"Juan Martín del Potro",23,Argentina,2012,Tennis,0,0,1,1
"Roger Federer",30,Switzerland,2012,Tennis,0,1,0,1
"Richard Gasquet",26,France,2012,Tennis,0,0,1,1
"Andrea Hlavácková",25,"Czech Republic",2012,Tennis,0,1,0,1
"Lucie Hradecká",27,"Czech Republic",2012,Tennis,0,1,0,1
"Mariya Kirilenko",25,Russia,2012,Tennis,0,0,1,1
"Michaël Llodra",32,France,2012,Tennis,0,1,0,1
"Max Mirnyi",35,Belarus,2012,Tennis,1,0,0,1
"Nadiya Petrova",30,Russia,2012,Tennis,0,0,1,1
"Lisa Raymond",38,"United States",2012,Tennis,0,0,1,1
"Laura Robson",18,"Great Britain",2012,Tennis,0,1,0,1
"Mariya Sharapova",25,Russia,2012,Tennis,0,1,0,1
"Jo-Wilfried Tsonga",27,France,2012,Tennis,0,1,0,1
"Venus Williams",32,"United States",2012,Tennis,1,0,0,1
"Clara Basiana",21,Spain,2012,"Synchronized Swimming",0,0,1,1
"Alba Cabello",26,Spain,2012,"Synchronized Swimming",0,0,1,1
"Chang Si",25,China,2012,"Synchronized Swimming",0,1,0,1
"Chen Xiaojun",20,China,2012,"Synchronized Swimming",0,1,0,1
"Margalida Crespi",21,Spain,2012,"Synchronized Swimming",0,0,1,1
"Anastasiya Davydova",29,Russia,2012,"Synchronized Swimming",1,0,0,1
"Mariya Gromova",28,Russia,2012,"Synchronized Swimming",1,0,0,1
"Thais Henríquez",29,Spain,2012,"Synchronized Swimming",0,0,1,1
"Jiang Tingting",25,China,2012,"Synchronized Swimming",0,1,0,1
"Jiang Wenwen",25,China,2012,"Synchronized Swimming",0,1,0,1
"Elvira Khasyanova",31,Russia,2012,"Synchronized Swimming",1,0,0,1
"Paula Klamburg",22,Spain,2012,"Synchronized Swimming",0,0,1,1
"Darya Korobova",23,Russia,2012,"Synchronized Swimming",1,0,0,1
"Luo Xi",24,China,2012,"Synchronized Swimming",0,1,0,1
"Irene Montrucchio",20,Spain,2012,"Synchronized Swimming",0,0,1,1
"Aleksandra Patskevich",23,Russia,2012,"Synchronized Swimming",1,0,0,1
"Laia Pons",19,Spain,2012,"Synchronized Swimming",0,0,1,1
"Alla Shishkina",23,Russia,2012,"Synchronized Swimming",1,0,0,1
"Sun Wenyan",22,China,2012,"Synchronized Swimming",0,1,0,1
"Anzhelika Timanina",23,Russia,2012,"Synchronized Swimming",1,0,0,1
"Wu Yiwen",26,China,2012,"Synchronized Swimming",0,1,0,1
"Alyssa Anderson",21,"United States",2012,Swimming,1,0,0,1
"Haley Anderson",20,"United States",2012,Swimming,0,1,0,1
"Angie Bainbridge",22,Australia,2012,Swimming,0,1,0,1
"Coralie Balmy",25,France,2012,Swimming,0,0,1,1
"Alain Bernard",29,France,2012,Swimming,1,0,0,1
"Charlotte Bonnet",17,France,2012,Swimming,0,0,1,1
"Rachel Bootsma",18,"United States",2012,Swimming,1,0,0,1
"Cate Campbell",20,Australia,2012,Swimming,1,0,0,1
"César Cielo Filho",25,Brazil,2012,Swimming,0,0,1,1
"Tyler Clary",23,"United States",2012,Swimming,1,0,0,1
"Ryan Cochrane",23,Canada,2012,Swimming,0,1,0,1
"Natalie Coughlin",29,"United States",2012,Swimming,0,0,1,1
"László Cseh Jr.",26,Hungary,2012,Swimming,0,0,1,1
"Tommaso D'Orsogna",21,Australia,2012,Swimming,0,0,1,1
"Dai Jun",20,China,2012,Swimming,0,0,1,1
"Inge Dekker",26,Netherlands,2012,Swimming,0,1,0,1
"Claire Donahue",23,"United States",2012,Swimming,1,0,0,1
"Conor Dwyer",23,"United States",2012,Swimming,1,0,0,1
"Ophélie Etienne",21,France,2012,Swimming,0,0,1,1
"Blair Evans",21,Australia,2012,Swimming,0,1,0,1
"Margaux Farrell",21,France,2012,Swimming,0,0,1,1
"Jimmy Feigen",22,"United States",2012,Swimming,0,1,0,1
"Sergey Fesikov",23,Russia,2012,Swimming,0,0,1,1
"Takuro Fujii",27,Japan,2012,Swimming,0,1,0,1
"Fabien Gilot",28,France,2012,Swimming,1,0,0,1
"Andrey Grechin",24,Russia,2012,Swimming,0,0,1,1
"Martina Grimaldi",23,Italy,2012,Swimming,0,0,1,1
"Dániel Gyurta",23,Hungary,2012,Swimming,1,0,0,1
"Kosuke Hagino",17,Japan,2012,Swimming,0,0,1,1
"Hao Yun",17,China,2012,Swimming,0,0,1,1
"Brent Hayden",28,Canada,2012,Swimming,0,0,1,1
"Femke Heemskerk",24,Netherlands,2012,Swimming,0,1,0,1
"Natsumi Hoshi",21,Japan,2012,Swimming,0,0,1,1
"Charlie Houchin",24,"United States",2012,Swimming,1,0,0,1
"Dan Izotov",20,Russia,2012,Swimming,0,0,1,1
"Michael Jamieson",23,"Great Britain",2012,Swimming,0,1,0,1
"Jiang Haiqi",20,China,2012,Swimming,0,0,1,1
"Jiao Liuyang",22,China,2012,Swimming,1,0,0,1
"Leisel Jones",26,Australia,2012,Swimming,0,1,0,1
"Yuka Kato",25,Japan,2012,Swimming,0,0,1,1
"Kosuke Kitajima",29,Japan,2012,Swimming,0,1,0,1
"Yevgeny Korotyshkin",29,Russia,2012,Swimming,0,1,0,1
"Yolane Kukla",16,Australia,2012,Swimming,1,0,0,1
"Yevgeny Lagunov",26,Russia,2012,Swimming,0,0,1,1
"Breeja Larson",20,"United States",2012,Swimming,1,0,0,1
"Mylene Lazare",24,France,2012,Swimming,0,0,1,1
"Katie Ledecky",15,"United States",2012,Swimming,1,0,0,1
"Libby Lenton-Trickett",27,Australia,2012,Swimming,1,0,0,1
"Caitlin Leverenz",21,"United States",2012,Swimming,0,0,1,1
"Jason Lezak",36,"United States",2012,Swimming,0,1,0,1
"Li Xuanxu",18,China,2012,Swimming,0,0,1,1
"Li Yunqi",18,China,2012,Swimming,0,0,1,1
"Nikita Lobintsev",23,Russia,2012,Swimming,0,0,1,1
"Lu Ying",23,China,2012,Swimming,0,1,0,1
"Lu Zhiwu",23,China,2012,Swimming,0,0,1,1
"Thomas Lurz",32,Germany,2012,Swimming,0,1,0,1
"Grégory Mallet",28,France,2012,Swimming,0,1,0,1
"Florent Manaudou",21,France,2012,Swimming,1,0,0,1
"Tyler McGill",24,"United States",2012,Swimming,1,0,0,1
"Matt McLean",24,"United States",2012,Swimming,1,0,0,1
"Ruta Meilutyte",15,Lithuania,2012,Swimming,1,0,0,1
"Vladimir Morozov",20,Russia,2012,Swimming,0,0,1,1
"Lia Neal",17,"United States",2012,Swimming,0,0,1,1
"Jade Neilsen",21,Australia,2012,Swimming,0,1,0,1
"Kylie Palmer",22,Australia,2012,Swimming,0,1,0,1
"Lauren Perdue",21,"United States",2012,Swimming,1,0,0,1
"Thiago Pereira",26,Brazil,2012,Swimming,0,1,0,1
"Brenton Rickard",28,Australia,2012,Swimming,0,0,1,1
"Éva Risztov",26,Hungary,2012,Swimming,1,0,0,1
"Hinkelien Schreuder",28,Netherlands,2012,Swimming,0,1,0,1
"Eric Shanteau",28,"United States",2012,Swimming,1,0,0,1
"Hayden Stoeckel",27,Australia,2012,Swimming,0,0,1,1
"Tang Yi",19,China,2012,Swimming,0,0,1,1
"Matt Targett",26,Australia,2012,Swimming,0,0,1,1
"Davis Tarwater",28,"United States",2012,Swimming,1,0,0,1
"Ryo Tateishi",23,Japan,2012,Swimming,0,0,1,1
"Haruka Ueda",24,Japan,2012,Swimming,0,0,1,1
"Cameron van der Burgh",24,"South Africa",2012,Swimming,1,0,0,1
"Peter Vanderkaay",28,"United States",2012,Swimming,0,0,1,1
"Shannon Vreeland",20,"United States",2012,Swimming,1,0,0,1
"Richard Weinberger",22,Canada,2012,Swimming,0,0,1,1
"Amanda Weir",26,"United States",2012,Swimming,0,0,1,1
"Yuliya Yefimova",20,Russia,2012,Swimming,0,0,1,1
"Anastasiya Zuyeva",22,Russia,2012,Swimming,0,1,0,1
"Nasser Al-Attiya",41,Qatar,2012,Shooting,0,0,1,1
"Fehaid Al-Deehani",45,Kuwait,2012,Shooting,0,0,1,1
"Danka Barteková",27,Slovakia,2012,Shooting,0,0,1,1
"Jamie Beyerle-Gray",28,"United States",2012,Shooting,1,0,0,1
"Sylwia Bogacka",30,Poland,2012,Shooting,0,1,0,1
"Giovanni Cernogoraz",29,Croatia,2012,Shooting,1,0,0,1
"Chen Ying",34,China,2012,Shooting,0,1,0,1
"Choi Yeong-Rae",30,"South Korea",2012,Shooting,0,1,0,1
"Lionel Cox",31,Belgium,2012,Shooting,0,1,0,1
"Håkan Dahlby",46,Sweden,2012,Shooting,0,1,0,1
"Rajmond Debevec",49,Slovenia,2012,Shooting,0,0,1,1
"Ding Feng",25,China,2012,Shooting,0,0,1,1
"Matt Emmons",31,"United States",2012,Shooting,0,0,1,1
"Massimo Fabbrizi",34,Italy,2012,Shooting,0,1,0,1
"Celine Goberville",25,France,2012,Shooting,0,1,0,1
"Anders Golding",28,Denmark,2012,Shooting,0,1,0,1
"Guo Wenjun",28,China,2012,Shooting,1,0,0,1
"Vincent Hancock",23,"United States",2012,Shooting,1,0,0,1
"Kim Jang-Mi",19,"South Korea",2012,Shooting,1,0,0,1
"Kim Jong-Hyeon",27,"South Korea",2012,Shooting,0,1,0,1
"Vijay Kumar",26,India,2012,Shooting,0,1,0,1
"Ivana Maksimovic",22,Serbia,2012,Shooting,0,1,0,1
"Sergey Martynov",44,Belarus,2012,Shooting,1,0,0,1
"Alin Moldoveanu",29,Romania,2012,Shooting,1,0,0,1
"Vasily Mosin",40,Russia,2012,Shooting,0,0,1,1
"Gagan Narang",29,India,2012,Shooting,0,0,1,1
"Leuris Pupo",35,Cuba,2012,Shooting,1,0,0,1
"Delphine Racinet-Reau",38,France,2012,Shooting,0,0,1,1
"Kim Rhode",33,"United States",2012,Shooting,1,0,0,1
"Jessica Rossi",20,Italy,2012,Shooting,1,0,0,1
"Zuzana Štefeceková",28,Slovakia,2012,Shooting,0,1,0,1
"Adéla Sýkorová",25,"Czech Republic",2012,Shooting,0,0,1,1
"Luca Tesconi",30,Italy,2012,Shooting,0,1,0,1
"Wang Zhiwei",24,China,2012,Shooting,0,0,1,1
"Wei Ning",29,China,2012,Shooting,0,1,0,1
"Peter Wilson",25,"Great Britain",2012,Shooting,1,0,0,1
"Yi Siling",23,China,2012,Shooting,1,0,0,1
"Yu Dan",24,China,2012,Shooting,0,0,1,1
"Andrija Zlatic",34,Serbia,2012,Shooting,0,0,1,1
"Ben Ainslie",35,"Great Britain",2012,Sailing,1,0,0,1
"Marina Alabau",26,Spain,2012,Sailing,1,0,0,1
"Jo Aleh",26,"New Zealand",2012,Sailing,1,0,0,1
"Mathew Belcher",29,Australia,2012,Sailing,1,0,0,1
"Lobke Berkhout",31,Netherlands,2012,Sailing,0,0,1,1
"Stuart Bithell",25,"Great Britain",2012,Sailing,0,1,0,1
"Marit Bouwmeester",24,Netherlands,2012,Sailing,0,1,0,1
"Peter Burling",21,"New Zealand",2012,Sailing,0,1,0,1
"Lucas Calabrese",25,Argentina,2012,Sailing,0,0,1,1
"Saskia Clark",32,"Great Britain",2012,Sailing,0,1,0,1
"Nina Curtis",24,Australia,2012,Sailing,0,1,0,1
"Juan de la Fuente",35,Argentina,2012,Sailing,0,0,1,1
"Nick Dempsey",31,"Great Britain",2012,Sailing,0,1,0,1
"Támara Echegoyen",28,Spain,2012,Sailing,1,0,0,1
"Jonas Høgh Christensen",31,Denmark,2012,Sailing,0,1,0,1
"Iain Jensen",24,Australia,2012,Sailing,1,0,0,1
"Silja Kanerva",27,Finland,2012,Sailing,0,0,1,1
"Pavlos Kontides",22,Cyprus,2012,Sailing,0,1,0,1
"Peter Lang",23,Denmark,2012,Sailing,0,0,1,1
"Silja Lehtinen",26,Finland,2012,Sailing,0,0,1,1
"Jonathan Lobert",27,France,2012,Sailing,0,0,1,1
"Fredrik Lööf",42,Sweden,2012,Sailing,1,0,0,1
"Przemyslaw Miarczynski",32,Poland,2012,Sailing,0,0,1,1
"Hannah Mills",24,"Great Britain",2012,Sailing,0,1,0,1
"Rasmus Myrgren",33,Sweden,2012,Sailing,0,0,1,1
"Zofia Noceti-Klepacka",26,Poland,2012,Sailing,0,0,1,1
"Allan Nørregaard",31,Denmark,2012,Sailing,0,0,1,1
"Nathan Outteridge",26,Australia,2012,Sailing,1,0,0,1
"Malcolm Page",40,Australia,2012,Sailing,1,0,0,1
"Luke Patience",25,"Great Britain",2012,Sailing,0,1,0,1
"Iain Percy",36,"Great Britain",2012,Sailing,0,1,0,1
"Tuuli Petäjä",28,Finland,2012,Sailing,0,1,0,1
"Olivia Powrie",24,"New Zealand",2012,Sailing,1,0,0,1
"Bruno Prada",40,Brazil,2012,Sailing,0,0,1,1
"Olivia Price",19,Australia,2012,Sailing,0,1,0,1
"Angela Pumariega",27,Spain,2012,Sailing,1,0,0,1
"Max Salminen",23,Sweden,2012,Sailing,1,0,0,1
"Robert Scheidt",39,Brazil,2012,Sailing,0,0,1,1
"Andrew Simpson",35,"Great Britain",2012,Sailing,0,1,0,1
"Tom Slingsby",27,Australia,2012,Sailing,1,0,0,1
"Sofia Toro",21,Spain,2012,Sailing,1,0,0,1
"Blair Tuke",23,"New Zealand",2012,Sailing,0,1,0,1
"Evi Van Acker",26,Belgium,2012,Sailing,0,0,1,1
"Dorian van Rijsselberge",23,Netherlands,2012,Sailing,1,0,0,1
"Lisa Westerhof",30,Netherlands,2012,Sailing,0,0,1,1
"Lucinda Whitty",22,Australia,2012,Sailing,0,1,0,1
"Mikaela Wulff",22,Finland,2012,Sailing,0,0,1,1
"Xu Lijia",24,China,2012,Sailing,1,0,0,1
"Chantal Achterberg",27,Netherlands,2012,Rowing,0,0,1,1
"Filip Adamski",29,Germany,2012,Rowing,1,0,0,1
"Carina Bär",22,Germany,2012,Rowing,0,1,0,1
"Jacob Barsøe",23,Denmark,2012,Rowing,0,0,1,1
"Chris Bartley",28,"Great Britain",2012,Rowing,0,1,0,1
"Romano Battisti",25,Italy,2012,Rowing,0,1,0,1
"Anna Bebington-Watkins",29,"Great Britain",2012,Rowing,1,0,0,1
"Claudia Belderbos",27,Netherlands,2012,Rowing,0,0,1,1
"Gabe Bergen",30,Canada,2012,Rowing,0,1,0,1
"Hamish Bond",26,"New Zealand",2012,Rowing,1,0,0,1
"Carline Bouw",27,Netherlands,2012,Rowing,0,0,1,1
"Matthew Brittain",25,"South Africa",2012,Rowing,1,0,0,1
"Jeremiah Brown",26,Canada,2012,Rowing,0,1,0,1
"Ashley Brzozowicz",29,Canada,2012,Rowing,0,1,0,1
"Andrew Byrnes",29,Canada,2012,Rowing,0,1,0,1
"Erin Cafaro",29,"United States",2012,Rowing,1,0,0,1
"Alan Campbell",29,"Great Britain",2012,Rowing,0,0,1,1
"Peter Chambers",22,"Great Britain",2012,Rowing,0,1,0,1
"Richard Chambers",27,"Great Britain",2012,Rowing,0,1,0,1
"James Chapman",32,Australia,2012,Rowing,0,1,0,1
"Germain Chardin",29,France,2012,Rowing,0,1,0,1
"Nathan Cohen",26,"New Zealand",2012,Rowing,1,0,0,1
"Charlie Cole",26,"United States",2012,Rowing,0,0,1,1
"Iztok Cop",40,Slovenia,2012,Rowing,0,0,1,1
"Kat Copeland",21,"Great Britain",2012,Rowing,1,0,0,1
"Will Crothers",25,Canada,2012,Rowing,0,1,0,1
"Douglas Csima",26,Canada,2012,Rowing,0,1,0,1
"Caryn Davies",30,"United States",2012,Rowing,1,0,0,1
"Sytske de Groot",26,Netherlands,2012,Rowing,0,0,1,1
"Annemiek de Haan",31,Netherlands,2012,Rowing,0,0,1,1
"Rachelle De Jong-Viinberg",33,Canada,2012,Rowing,0,1,0,1
"Natalie Dell",27,"United States",2012,Rowing,0,0,1,1
"Yana Dementieva",33,Ukraine,2012,Rowing,1,0,0,1
"Nataliya Dovhodko",21,Ukraine,2012,Rowing,1,0,0,1
"Mahé Drysdale",33,"New Zealand",2012,Rowing,1,0,0,1
"Joshua Dunkley-Smith",23,Australia,2012,Rowing,0,1,0,1
"Eskild Ebbesen",40,Denmark,2012,Rowing,0,0,1,1
"Ric Egington",33,"Great Britain",2012,Rowing,0,0,1,1
"Fie Udby Erichsen",27,Denmark,2012,Rowing,0,1,0,1
"James Foad",25,"Great Britain",2012,Rowing,0,0,1,1
"Karsten Forsterling",32,Australia,2012,Rowing,0,0,1,1
"Susan Francia",29,"United States",2012,Rowing,1,0,0,1
"Magdalena Fularczyk",25,Poland,2012,Rowing,0,0,1,1
"Scott Gault",29,"United States",2012,Rowing,0,0,1,1
"Khristina Giazitzidou",22,Greece,2012,Rowing,0,0,1,1
"Rob Gibson",26,Canada,2012,Rowing,0,1,0,1
"Drew Ginn",37,Australia,2012,Rowing,0,1,0,1
"Helen Glover",26,"Great Britain",2012,Rowing,1,0,0,1
"Katherine Grainger",36,"Great Britain",2012,Rowing,1,0,0,1
"Alex Gregory",28,"Great Britain",2012,Rowing,1,0,0,1
"Tim Grohmann",23,Germany,2012,Rowing,1,0,0,1
"Krista Guloien",32,Canada,2012,Rowing,0,1,0,1
"Juliette Haigh",29,"New Zealand",2012,Rowing,0,0,1,1
"Janine Hanson",29,Canada,2012,Rowing,0,1,0,1
"Phelan Hill",33,"Great Britain",2012,Rowing,0,0,1,1
"Kate Hornsey",30,Australia,2012,Rowing,0,1,0,1
"Sophie Hosking",26,"Great Britain",2012,Rowing,1,0,0,1
"Malcolm Howard",29,Canada,2012,Rowing,0,1,0,1
"Huang Wenyi",21,China,2012,Rowing,0,1,0,1
"Mark Hunter",34,"Great Britain",2012,Rowing,0,1,0,1
"Tom James",28,"Great Britain",2012,Rowing,1,0,0,1
"Eric Johannesen",24,Germany,2012,Rowing,1,0,0,1
"Morten Jørgensen",27,Denmark,2012,Rowing,0,0,1,1
"Megan Kalmoe",28,"United States",2012,Rowing,0,0,1,1
"Nienke Kingma",30,Netherlands,2012,Rowing,0,0,1,1
"Mirka Knapková",31,"Czech Republic",2012,Rowing,1,0,0,1
"Kara Kohler",21,"United States",2012,Rowing,0,0,1,1
"Anastasiya Kozhenkova",26,Ukraine,2012,Rowing,1,0,0,1
"Andreas Kuffner",25,Germany,2012,Rowing,1,0,0,1
"Matt Langridge",29,"Great Britain",2012,Rowing,0,0,1,1
"Caroline Lind",29,"United States",2012,Rowing,1,0,0,1
"William Lockwood",24,Australia,2012,Rowing,0,1,0,1
"Esther Lofgren",27,"United States",2012,Rowing,1,0,0,1
"Elle Logan",24,"United States",2012,Rowing,1,0,0,1
"Constantine Louloudis",20,"Great Britain",2012,Rowing,0,0,1,1
"Darcy Marquardt",33,Canada,2012,Rowing,0,1,0,1
"Adrienne Martelli",24,"United States",2012,Rowing,0,0,1,1
"Damir Martin",24,Croatia,2012,Rowing,0,1,0,1
"Natalie Mastracci",23,Canada,2012,Rowing,0,1,0,1
"Conlin McCabe",21,Canada,2012,Rowing,0,1,0,1
"James McRae",25,Australia,2012,Rowing,0,0,1,1
"Florian Mennigen",30,Germany,2012,Rowing,1,0,0,1
"Julia Michalska",27,Poland,2012,Rowing,0,0,1,1
"Chris Morgan",29,Australia,2012,Rowing,0,0,1,1
"Andréanne Morin",30,Canada,2012,Rowing,0,1,0,1
"Dorian Mortelette",28,France,2012,Rowing,0,1,0,1
"Lukas Müller",25,Germany,2012,Rowing,1,0,0,1
"Eric Murray",30,"New Zealand",2012,Rowing,1,0,0,1
"Meghan Musnicki",29,"United States",2012,Rowing,1,0,0,1
"George Nash",22,"Great Britain",2012,Rowing,0,0,1,1
"Sizwe Ndlovu",31,"South Africa",2012,Rowing,1,0,0,1
"Daniel Noonan",32,Australia,2012,Rowing,0,0,1,1
"Glenn Ochal",26,"United States",2012,Rowing,0,0,1,1
"Britta Oppelt",34,Germany,2012,Rowing,0,1,0,1
"Sarah Outhwaite-Tait",29,Australia,2012,Rowing,0,1,0,1
"Alex Partridge",31,"Great Britain",2012,Rowing,0,0,1,1
"Brooke Pratley",32,Australia,2012,Rowing,0,1,0,1
"Brian Price",36,Canada,2012,Rowing,0,1,0,1
"Zac Purchase",26,"Great Britain",2012,Rowing,0,1,0,1
"Rasmus Quist",32,Denmark,2012,Rowing,1,0,0,1
"Tom Ransley",26,"Great Britain",2012,Rowing,0,0,1,1
"Mads Rasmussen",30,Denmark,2012,Rowing,1,0,0,1
"Pete Reed",31,"Great Britain",2012,Rowing,1,0,0,1
"Maximilian Reinelt",23,Germany,2012,Rowing,1,0,0,1
"Roline Repelaer van Driel",28,Netherlands,2012,Rowing,0,0,1,1
"Julia Richter",23,Germany,2012,Rowing,0,1,0,1
"Taylor Ritzel",23,"United States",2012,Rowing,1,0,0,1
"Henrik Rummel",24,"United States",2012,Rowing,0,0,1,1
"David Šain",24,Croatia,2012,Rowing,0,1,0,1
"Alessio Sartori",35,Italy,2012,Rowing,0,1,0,1
"Will Satch",23,"Great Britain",2012,Rowing,0,0,1,1
"Martin Sauer",29,Germany,2012,Rowing,1,0,0,1
"Moe Sbihi",24,"Great Britain",2012,Rowing,0,0,1,1
"Anne Schellekens",26,Netherlands,2012,Rowing,0,0,1,1
"Richard Schmidt",25,Germany,2012,Rowing,1,0,0,1
"Lauritz Schoof",21,Germany,2012,Rowing,1,0,0,1
"Karl Schulze",24,Germany,2012,Rowing,1,0,0,1
"Rebecca Scown",28,"New Zealand",2012,Rowing,0,0,1,1
"Greg Searle",40,"Great Britain",2012,Rowing,0,0,1,1
"Martin Sinkovic",22,Croatia,2012,Rowing,0,1,0,1
"Valent Sinkovic",23,Croatia,2012,Rowing,0,1,0,1
"John Smith",22,"South Africa",2012,Rowing,1,0,0,1
"Luka Špik",33,Slovenia,2012,Rowing,0,0,1,1
"Heather Stanning",27,"Great Britain",2012,Rowing,1,0,0,1
"Joseph Sullivan",25,"New Zealand",2012,Rowing,1,0,0,1
"Ondrej Synek",29,"Czech Republic",2012,Rowing,0,1,0,1
"Kateryna Tarasenko",24,Ukraine,2012,Rowing,1,0,0,1
"Peter Taylor",28,"New Zealand",2012,Rowing,0,0,1,1
"Annekatrin Thiele",27,Germany,2012,Rowing,0,1,0,1
"James Thompson",25,"South Africa",2012,Rowing,1,0,0,1
"Lesley Thompson-Willie",52,Canada,2012,Rowing,0,1,0,1
"Andrew Triggs Hodge",33,"Great Britain",2012,Rowing,1,0,0,1
"Alexandra Tsiavou",26,Greece,2012,Rowing,0,0,1,1
"Storm Uru",27,"New Zealand",2012,Rowing,0,0,1,1
"Jacobine Veenhoven",28,Netherlands,2012,Rowing,0,0,1,1
"Phillipp Wende",27,Germany,2012,Rowing,1,0,0,1
"Mary Whipple",32,"United States",2012,Rowing,1,0,0,1
"Kristof Wilke",27,Germany,2012,Rowing,1,0,0,1
"Lauren Wilkinson",22,Canada,2012,Rowing,0,1,0,1
"Rob Williams",27,"Great Britain",2012,Rowing,0,1,0,1
"Kasper Winther Jørgensen",27,Denmark,2012,Rowing,0,0,1,1
"Xu Dongxiang",29,China,2012,Rowing,0,1,0,1
"Elisa Blanchi",24,Italy,2012,"Rhythmic Gymnastics",0,0,1,1
"Anastasiya Bliznyuk",18,Russia,2012,"Rhythmic Gymnastics",1,0,0,1
"Lyubov Cherkashina",24,Belarus,2012,"Rhythmic Gymnastics",0,0,1,1
"Darya Dmitriyeva",19,Russia,2012,"Rhythmic Gymnastics",0,1,0,1
"Ulyana Donskova",19,Russia,2012,"Rhythmic Gymnastics",1,0,0,1
"Kseniya Dudkina",17,Russia,2012,"Rhythmic Gymnastics",1,0,0,1
"Marina Goncharova",22,Belarus,2012,"Rhythmic Gymnastics",0,1,0,1
"Anastasiya Ivankova",20,Belarus,2012,"Rhythmic Gymnastics",0,1,0,1
"Yevgeniya Kanayeva",22,Russia,2012,"Rhythmic Gymnastics",1,0,0,1
"Romina Laurito",25,Italy,2012,"Rhythmic Gymnastics",0,0,1,1
"Nataliya Leshchik",17,Belarus,2012,"Rhythmic Gymnastics",0,1,0,1
"Alina Makarenko",17,Russia,2012,"Rhythmic Gymnastics",1,0,0,1
"Aleksandra Narkevich",17,Belarus,2012,"Rhythmic Gymnastics",0,1,0,1
"Anastasiya Nazarenko",19,Russia,2012,"Rhythmic Gymnastics",1,0,0,1
"Marta Pagnini",21,Italy,2012,"Rhythmic Gymnastics",0,0,1,1
"Kseniya Sankovich",22,Belarus,2012,"Rhythmic Gymnastics",0,1,0,1
"Elisa Santoni",24,Italy,2012,"Rhythmic Gymnastics",0,0,1,1
"Angelica Savrayuk",22,Italy,2012,"Rhythmic Gymnastics",0,0,1,1
"Karolina Sevastyanova",17,Russia,2012,"Rhythmic Gymnastics",1,0,0,1
