athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Aleksey Nemov",24,Russia,2000,Gymnastics,2,1,3,6
"Ian Thorpe",17,Australia,2000,Swimming,3,2,0,5
"Dara Torres",33,"United States",2000,Swimming,2,0,3,5
"Inge de Bruijn",27,Netherlands,2000,Swimming,3,1,0,4
"Gary Hall Jr.",25,"United States",2000,Swimming,2,1,1,4
"Michael Klim",23,Australia,2000,Swimming,2,2,0,4
"Susie O'Neill",27,Australia,2000,Swimming,1,3,0,4
"Jenny Thompson",27,"United States",2000,Swimming,3,0,1,4
"Pieter van den Hoogenband",22,Netherlands,2000,Swimming,2,0,2,4
"Dmitry Sautin",26,Russia,2000,Diving,1,1,2,4
"Leontien Zijlaard-van Moorsel",30,Netherlands,2000,Cycling,3,1,0,4
"Therese Alshammar",23,Sweden,2000,Swimming,0,2,1,3
"Yana Klochkova",18,Ukraine,2000,Swimming,2,1,0,3
"Lenny Krayzelburg",24,"United States",2000,Swimming,3,0,0,3
"Massimiliano Rosolino",22,Italy,2000,Swimming,1,1,1,3
"Petria Thomas",25,Australia,2000,Swimming,0,2,1,3
"Matt Welsh",23,Australia,2000,Swimming,0,2,1,3
"Simona Amânar",20,Romania,2000,Gymnastics,2,0,1,3
"Svetlana Khorkina",21,Russia,2000,Gymnastics,1,2,0,3
"Yekaterina Lobaznyuk",17,Russia,2000,Gymnastics,0,2,1,3
"Yelena Zamolodchikova",17,Russia,2000,Gymnastics,2,1,0,3
"Florian Rousseau",26,France,2000,Cycling,2,1,0,3
"Kong Linghui",24,China,2000,"Table Tennis",1,1,0,2
"Li Ju",24,China,2000,"Table Tennis",1,1,0,2
"Liu Guoliang",24,China,2000,"Table Tennis",0,1,1,2
"Wang Nan",21,China,2000,"Table Tennis",2,0,0,2
"Venus Williams",20,"United States",2000,Tennis,2,0,0,2
"Olga Brusnikina",21,Russia,2000,"Synchronized Swimming",2,0,0,2
"Mariya Kiselyova",25,Russia,2000,"Synchronized Swimming",2,0,0,2
"Miya Tachibana",25,Japan,2000,"Synchronized Swimming",0,2,0,2
"Miho Takeda",24,Japan,2000,"Synchronized Swimming",0,2,0,2
"Brooke Bennett",20,"United States",2000,Swimming,2,0,0,2
"Beatrice Coada-Caslaru",25,Romania,2000,Swimming,0,1,1,2
"Josh Davis",28,"United States",2000,Swimming,0,2,0,2
"Tom Dolan",25,"United States",2000,Swimming,1,1,0,2
"Anthony Ervin",19,"United States",2000,Swimming,1,1,0,2
"Domenico Fioravanti",23,Italy,2000,Swimming,2,0,0,2
"Grant Hackett",20,Australia,2000,Swimming,2,0,0,2
"Geoff Huegill",21,Australia,2000,Swimming,0,1,1,2
"Leisel Jones",15,Australia,2000,Swimming,0,2,0,2
"Klete Keller",18,"United States",2000,Swimming,0,1,1,2
"Jason Lezak",24,"United States",2000,Swimming,1,1,0,2
"Diana Mocanu",16,Romania,2000,Swimming,2,0,0,2
"Martina Moravcová",24,Slovakia,2000,Swimming,0,2,0,2
"Ed Moses",20,"United States",2000,Swimming,1,1,0,2
"Diana Munz",18,"United States",2000,Swimming,1,1,0,2
"Mai Nakamura",21,Japan,2000,Swimming,0,1,1,2
"Todd Pearson",22,Australia,2000,Swimming,2,0,0,2
"Adam Pine",24,Australia,2000,Swimming,1,1,0,2
"Claudia Poll",27,"Costa Rica",2000,Swimming,0,0,2,2
"Megan Quann-Jendrick",16,"United States",2000,Swimming,2,0,0,2
"Giaan Rooney",17,Australia,2000,Swimming,0,2,0,2
"Courtney Shealy",22,"United States",2000,Swimming,2,0,0,2
"Ashley Tappin",25,"United States",2000,Swimming,2,0,0,2
"Stev Theloke",22,Germany,2000,Swimming,0,0,2,2
"Amy Van Dyken",27,"United States",2000,Swimming,2,0,0,2
"Neil Walker",24,"United States",2000,Swimming,1,1,0,2
"Igor Basinsky",37,Belarus,2000,Shooting,0,1,1,2
"Tao Luna",26,China,2000,Shooting,1,1,0,2
"Georgeta Damian-Andrunache",24,Romania,2000,Rowing,2,0,0,2
"Doina Ignat",31,Romania,2000,Rowing,2,0,0,2
"Pieta van Dishoeck",28,Netherlands,2000,Rowing,0,2,0,2
"Eeke van Nes",31,Netherlands,2000,Rowing,0,2,0,2
"Oleksandr Beresh",22,Ukraine,2000,Gymnastics,0,1,1,2
"Aleksey Bondarenko",22,Russia,2000,Gymnastics,0,1,1,2
"Lee Ju-Hyeong",27,"South Korea",2000,Gymnastics,0,1,1,2
"Li Xiaopeng",19,China,2000,Gymnastics,2,0,0,2
"Liu Xuan",21,China,2000,Gymnastics,1,0,1,2
"Maria Olaru",18,Romania,2000,Gymnastics,1,1,0,2
"Yelena Produnova",20,Russia,2000,Gymnastics,0,1,1,2
"Andreea Raducan",16,Romania,2000,Gymnastics,1,1,0,2
"Yang Wei",20,China,2000,Gymnastics,1,1,0,2
"Yordan Yovchev",27,Bulgaria,2000,Gymnastics,0,0,2,2
"Mathieu Gourdain",26,France,2000,Fencing,0,2,0,2
"Gianna Hablützel-Bürki",30,Switzerland,2000,Fencing,0,2,0,2
"Rita König",23,Germany,2000,Fencing,0,1,1,2
"Wiradech Kothny",21,Germany,2000,Fencing,0,0,2,2
"Hugues Obry",27,France,2000,Fencing,0,2,0,2
"Giovanna Trillini",30,Italy,2000,Fencing,1,0,1,2
"Valentina Vezzali",26,Italy,2000,Fencing,2,0,0,2
"Andrew Hoy",41,Australia,2000,Equestrian,1,1,0,2
"David O'Connor",38,"United States",2000,Equestrian,1,0,1,2
"Ulla Salzgeber",42,Germany,2000,Equestrian,1,0,1,2
"Anky van Grunsven",32,Netherlands,2000,Equestrian,1,1,0,2
"Isabell Werth",31,Germany,2000,Equestrian,1,1,0,2
"Fu Mingxia",22,China,2000,Diving,1,1,0,2
"Guo Jingjing",18,China,2000,Diving,0,2,0,2
"Hu Jia",17,China,2000,Diving,0,2,0,2
"Li Na",16,China,2000,Diving,1,1,0,2
"Anne Montminy",25,Canada,2000,Diving,0,1,1,2
"Tian Liang",21,China,2000,Diving,1,1,0,2
"Xiong Ni",26,China,2000,Diving,2,0,0,2
"Félicia Ballanger",29,France,2000,Cycling,2,0,0,2
"Robert Bartko",24,Germany,2000,Cycling,2,0,0,2
"Jens Fiedler",30,Germany,2000,Cycling,0,0,2,2
"Jens Lehmann",32,Germany,2000,Cycling,1,1,0,2
"Gary Neiwand",34,Australia,2000,Cycling,0,1,1,2
"Jason Queally",30,"Great Britain",2000,Cycling,1,1,0,2
"Jan Ullrich",26,Germany,2000,Cycling,1,1,0,2
"Andreas Dittmer",28,Germany,2000,Canoeing,1,0,1,2
"Birgit Fischer-Schmidt",38,Germany,2000,Canoeing,2,0,0,2
"Knut Holmann",32,Norway,2000,Canoeing,2,0,0,2
"Zoltán Kammerer",22,Hungary,2000,Canoeing,2,0,0,2
"Katalin Kovács",24,Hungary,2000,Canoeing,0,2,0,2
"Petar Merkov",23,Bulgaria,2000,Canoeing,0,2,0,2
"Florin Popescu",26,Romania,2000,Canoeing,1,0,1,2
"Mitica Pricop",22,Romania,2000,Canoeing,1,0,1,2
"Botond Storcz",25,Hungary,2000,Canoeing,2,0,0,2
"Szilvia Szabó",21,Hungary,2000,Canoeing,0,2,0,2
"Katrin Wagner-Augustin",22,Germany,2000,Canoeing,2,0,0,2
"Gao Ling",21,China,2000,Badminton,1,0,1,2
"Ato Boldon",26,"Trinidad and Tobago",2000,Athletics,0,1,1,2
"Pauline Davis-Thompson",34,Bahamas,2000,Athletics,2,0,0,2
"Lorraine Graham",27,Jamaica,2000,Athletics,0,2,0,2
"Maurice Greene",26,"United States",2000,Athletics,2,0,0,2
"Greg Haughton",26,Jamaica,2000,Athletics,0,1,1,2
"Deon Hemmings",31,Jamaica,2000,Athletics,0,2,0,2
"Robert Korzeniowski",32,Poland,2000,Athletics,2,0,0,2
"Tayna Lawrence",25,Jamaica,2000,Athletics,0,2,0,2
"Beverly McDonald",30,Jamaica,2000,Athletics,0,1,1,2
"Merlene Ottey-Page",40,Jamaica,2000,Athletics,0,1,1,2
"Irina Privalova",31,Russia,2000,Athletics,1,0,1,2
"Gabriela Szabo",24,Romania,2000,Athletics,1,0,1,2
"Gete Wami",25,Ethiopia,2000,Athletics,0,1,1,2
"Kim Nam-Sun",20,"South Korea",2000,Archery,1,1,0,2
"Kim Su-Nyeong",29,"South Korea",2000,Archery,1,0,1,2
"Vic Wunderle",24,"United States",2000,Archery,0,1,1,2
"Yun Mi-Jin",17,"South Korea",2000,Archery,2,0,0,2
"Namiq Abdullayev",29,Azerbaijan,2000,Wrestling,1,0,0,1
"Filiberto Azcuy",27,Cuba,2000,Wrestling,1,0,0,1
"Sándor István Bárdosi",23,Hungary,2000,Wrestling,0,1,0,1
"Serafim Barzakov",25,Bulgaria,2000,Wrestling,0,1,0,1
"Islam Bayramukov",29,Kazakhstan,2000,Wrestling,0,1,0,1
"Adem Bereket",27,Turkey,2000,Wrestling,0,0,1,1
"Terry Brands",32,"United States",2000,Wrestling,0,0,1,1
"Yevhen Buslovych",28,Ukraine,2000,Wrestling,0,1,0,1
"Ak'ak'i Chachua",31,Georgia,2000,Wrestling,0,0,1,1
"Ali Reza Dabir",23,Iran,2000,Wrestling,1,0,0,1
"Dmitry Debelka",24,Belarus,2000,Wrestling,0,0,1,1
"Rulon Gardner",29,"United States",2000,Wrestling,1,0,0,1
"Arsen Gitinov",23,Russia,2000,Wrestling,0,1,0,1
"Aleksey Glushkov",25,Russia,2000,Wrestling,0,0,1,1
"Sammie Henson",29,"United States",2000,Wrestling,0,1,0,1
"Mogamed Ibragimov",26,Macedonia,2000,Wrestling,0,0,1,1
"Daniel Igali",26,Canada,2000,Wrestling,1,0,0,1
"Jang Jae-Seong",25,"South Korea",2000,Wrestling,0,0,1,1
"Eldar K'urt'anidze",28,Georgia,2000,Wrestling,0,0,1,1
"Kang Yong-Gyun",26,"North Korea",2000,Wrestling,0,0,1,1
"Amiran Kardanov",24,Greece,2000,Wrestling,0,0,1,1
"Murat Kardanov",29,Russia,2000,Wrestling,1,0,0,1
"Aleksandr Karelin",33,Russia,2000,Wrestling,0,1,0,1
"Kim In-Seop",27,"South Korea",2000,Wrestling,0,1,0,1
"Matt Lindland",30,"United States",2000,Wrestling,0,1,0,1
"Mikael Ljungberg",30,Sweden,2000,Wrestling,1,0,0,1
"Garrett Lowney",20,"United States",2000,Wrestling,0,0,1,1
"Juan Luis Marén",29,Cuba,2000,Wrestling,0,1,0,1
"Lincoln McIlravy",26,"United States",2000,Wrestling,0,0,1,1
"Mun Ui-Je",25,"South Korea",2000,Wrestling,0,1,0,1
"Sagid Murtazaliyev",26,Russia,2000,Wrestling,1,0,0,1
"David Musulbes",28,Russia,2000,Wrestling,1,0,0,1
"Katsuhiko Nagata",26,Japan,2000,Wrestling,0,1,0,1
"Armen Nazaryan",26,Bulgaria,2000,Wrestling,1,0,0,1
"Lázaro Rivas",25,Cuba,2000,Wrestling,0,1,0,1
"Alexis Rodríguez",22,Cuba,2000,Wrestling,0,0,1,1
"Yoel Romero",23,Cuba,2000,Wrestling,0,1,0,1
"David Saldadze",22,Ukraine,2000,Wrestling,0,1,0,1
"Varteres Samurgashev",21,Russia,2000,Wrestling,1,0,0,1
"Adam Saytiyev",22,Russia,2000,Wrestling,1,0,0,1
"Sheng Zetian",27,China,2000,Wrestling,0,0,1,1
"Sim Gwon-Ho",27,"South Korea",2000,Wrestling,1,0,0,1
"Brandon Slay",24,"United States",2000,Wrestling,1,0,0,1
"Artur Taymazov",21,Uzbekistan,2000,Wrestling,0,1,0,1
"Murad Umakhanov",23,Russia,2000,Wrestling,1,0,0,1
"Mukhran Vakht'angadze",27,Georgia,2000,Wrestling,0,0,1,1
"Hamza Yerlikaya",24,Turkey,2000,Wrestling,1,0,0,1
"Marko Yli-Hannuksela",26,Finland,2000,Wrestling,0,0,1,1
"Giorgi Asanidze",25,Georgia,2000,Weightlifting,0,0,1,1
"Galabin Boevski",25,Bulgaria,2000,Weightlifting,1,0,0,1
"Andrey Chemerkin",28,Russia,2000,Weightlifting,0,0,1,1
"Chen Xiaomin",23,China,2000,Weightlifting,1,0,0,1
"Pyrros Dimas",28,Greece,2000,Weightlifting,1,0,0,1
"Ding Meiyuan",20,China,2000,Weightlifting,1,0,0,1
"Cheryl Haworth",17,"United States",2000,Weightlifting,0,0,1,1
"Marc Huster",30,Germany,2000,Weightlifting,0,1,0,1
"Sri Indriyani",21,Indonesia,2000,Weightlifting,0,0,1,1
"Soraya Jiménez",23,Mexico,2000,Weightlifting,1,0,0,1
"Akakios Kakiasvili",31,Greece,2000,Weightlifting,1,0,0,1
"Ioanna Khatziioannou",26,Greece,2000,Weightlifting,0,0,1,1
"Szymon Kolecki",18,Poland,2000,Weightlifting,0,1,0,1
"Kuo Yi-Hang",25,"Chinese Taipei",2000,Weightlifting,0,0,1,1
"Sergey Lavrenov",28,Belarus,2000,Weightlifting,0,0,1,1
"Li Feng-Ying",25,"Chinese Taipei",2000,Weightlifting,0,1,0,1
"Lin Weining",21,China,2000,Weightlifting,1,0,0,1
"Karnam Malleswari",25,India,2000,Weightlifting,0,0,1,1
"Georgi Markov",22,Bulgaria,2000,Weightlifting,0,1,0,1
"Erzsébet Márkus-Peresztegi",31,Hungary,2000,Weightlifting,0,1,0,1
"Arsen Melikyan",24,Armenia,2000,Weightlifting,0,0,1,1
"Viktor Mitrou",27,Greece,2000,Weightlifting,0,1,0,1
"Halil Mutlu",27,Turkey,2000,Weightlifting,1,0,0,1
"Tara Nott-Cunningham",28,"United States",2000,Weightlifting,1,0,0,1
"Ruth Ogbeifo",28,Nigeria,2000,Weightlifting,0,1,0,1
"Gennady Oleshchuk",24,Belarus,2000,Weightlifting,0,0,1,1
"Nikolay Peshalov",30,Croatia,2000,Weightlifting,1,0,0,1
"Aleksey Petrov",26,Russia,2000,Weightlifting,0,0,1,1
"Valentina Popova",27,Russia,2000,Weightlifting,0,1,0,1
"Hossein Reza Zadeh",22,Iran,2000,Weightlifting,1,0,0,1
"Ri Song-Hui",21,"North Korea",2000,Weightlifting,0,1,0,1
"Raema Lisa Rumbewas",19,Indonesia,2000,Weightlifting,0,1,0,1
"Leonidas Sabanis",28,Greece,2000,Weightlifting,0,1,0,1
"Asaad Said Saif",21,Qatar,2000,Weightlifting,0,0,1,1
"Winarni Binti Slamet",24,Indonesia,2000,Weightlifting,0,0,1,1
"Khassaraporn Suta",28,Thailand,2000,Weightlifting,0,0,1,1
"Hossein Tavakoli",22,Iran,2000,Weightlifting,1,0,0,1
"Alan Tsagaev",23,Bulgaria,2000,Weightlifting,0,1,0,1
"María Isabel Urrutia",35,Colombia,2000,Weightlifting,1,0,0,1
"Ronny Weller",31,Germany,2000,Weightlifting,0,1,0,1
"Agata Wróbel",19,Poland,2000,Weightlifting,0,1,0,1
"Wu Wenxiong",19,China,2000,Weightlifting,0,1,0,1
"Yang Xia",22,China,2000,Weightlifting,1,0,0,1
"Zhan Xugang",26,China,2000,Weightlifting,1,0,0,1
"Zhang Xiangxiang",17,China,2000,Weightlifting,0,0,1,1
"Marina Akobiya",25,Russia,2000,Waterpolo,0,0,1,1
"Yekaterina Anikeyeva",31,Russia,2000,Waterpolo,0,0,1,1
"Roman Balashov",23,Russia,2000,Waterpolo,0,1,0,1
"Robin Beauregard",21,"United States",2000,Waterpolo,0,1,0,1
"Tibor Benedek",28,Hungary,2000,Waterpolo,1,0,0,1
"Péter Biros",24,Hungary,2000,Waterpolo,1,0,0,1
"Naomi Castle",26,Australia,2000,Waterpolo,1,0,0,1
"Revaz Chomakhidze",26,Russia,2000,Waterpolo,0,1,0,1
"Aleksandar Ciric",22,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Dmitry Dugin",32,Russia,2000,Waterpolo,0,1,0,1
"Ellen Estes",21,"United States",2000,Waterpolo,0,1,0,1
"Rajmund Fodor",24,Hungary,2000,Waterpolo,1,0,0,1
"Joanne Fox",21,Australia,2000,Waterpolo,1,0,0,1
"Sergey Garbuzov",26,Russia,2000,Waterpolo,0,1,0,1
"Dmitry Gorshkov",33,Russia,2000,Waterpolo,0,1,0,1
"Bridgette Gusterson",27,Australia,2000,Waterpolo,1,0,0,1
"Simone Hankin",27,Australia,2000,Waterpolo,1,0,0,1
"Yvette Higgins",22,Australia,2000,Waterpolo,1,0,0,1
"Kate Hooper",22,Australia,2000,Waterpolo,1,0,0,1
"Danilo Ikodinovic",23,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Viktor Jelenic",29,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Courtney Johnson",26,"United States",2000,Waterpolo,0,1,0,1
"Tamás Kásás",24,Hungary,2000,Waterpolo,1,0,0,1
"Gergo Kiss",23,Hungary,2000,Waterpolo,1,0,0,1
"Sofiya Konukh",20,Russia,2000,Waterpolo,0,0,1,1
"Mariya Korolyova",25,Russia,2000,Waterpolo,0,0,1,1
"Zoltán Kósz",32,Hungary,2000,Waterpolo,1,0,0,1
"Nikolay Kozlov",28,Russia,2000,Waterpolo,0,1,0,1
"Nikola Kuljaca",26,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Nataliya Kutuzova",25,Russia,2000,Waterpolo,0,0,1,1
"Svetlana Kuzina",25,Russia,2000,Waterpolo,0,0,1,1
"Ericka Lorenz",19,"United States",2000,Waterpolo,0,1,0,1
"Nikolay Maksimov",27,Russia,2000,Waterpolo,0,1,0,1
"Tamás Märcz",26,Hungary,2000,Waterpolo,1,0,0,1
"Bronwyn Mayer-Smith",26,Australia,2000,Waterpolo,1,0,0,1
"Gail Miller",23,Australia,2000,Waterpolo,1,0,0,1
"Melissa Mills",26,Australia,2000,Waterpolo,1,0,0,1
"Tamás Molnár",25,Hungary,2000,Waterpolo,1,0,0,1
"Heather Moody",27,"United States",2000,Waterpolo,0,1,0,1
"Mo O'Toole",39,"United States",2000,Waterpolo,0,1,0,1
"Bernice Orwig",23,"United States",2000,Waterpolo,0,1,0,1
"Nicolle Payne",24,"United States",2000,Waterpolo,0,1,0,1
"Heather Petri",22,"United States",2000,Waterpolo,0,1,0,1
"Tatyana Petrova",27,Russia,2000,Waterpolo,0,0,1,1
"Yuliya Petrova",21,Russia,2000,Waterpolo,0,0,1,1
"Galina Rytova",25,Russia,2000,Waterpolo,0,0,1,1
"Aleksandar Šapic",22,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Dejan Savic",25,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Kathy Sheehy",30,"United States",2000,Waterpolo,0,1,0,1
"Coralie Simmons",23,"United States",2000,Waterpolo,0,1,0,1
"Yelena Smurova",26,Russia,2000,Waterpolo,0,0,1,1
"Aleksandar Šoštar",36,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Barnabás Steinmetz",24,Hungary,2000,Waterpolo,1,0,0,1
"Dmitry Stratan",25,Russia,2000,Waterpolo,0,1,0,1
"Julie Swail-Ertel",27,"United States",2000,Waterpolo,0,1,0,1
"Zoltán Szécsi",22,Hungary,2000,Waterpolo,1,0,0,1
"Bulcsú Székely",24,Hungary,2000,Waterpolo,1,0,0,1
"Yelena Tokun",26,Russia,2000,Waterpolo,0,0,1,1
"Irina Tolkunova",29,Russia,2000,Waterpolo,0,0,1,1
"Petar Trbojevic",27,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Veljko Uskokovic",29,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Zsolt Varga",28,Hungary,2000,Waterpolo,1,0,0,1
"Attila Vári",24,Hungary,2000,Waterpolo,1,0,0,1
"Yekaterina Vasilyeva",24,Russia,2000,Waterpolo,0,0,1,1
"Jugoslav Vasovic",26,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Brenda Villa",20,"United States",2000,Waterpolo,0,1,0,1
"Vlada Vujasinovic",27,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Nenad Vukanic",26,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Debbie Watson",34,Australia,2000,Waterpolo,1,0,0,1
"Liz Weekes",28,Australia,2000,Waterpolo,1,0,0,1
"Danielle Woodhouse",31,Australia,2000,Waterpolo,1,0,0,1
"Taryn Woods",25,Australia,2000,Waterpolo,1,0,0,1
"Yury Yatsev",21,Russia,2000,Waterpolo,0,1,0,1
"Aleksandr Yeryshov",27,Russia,2000,Waterpolo,0,1,0,1
"Marat Zakirov",26,Russia,2000,Waterpolo,0,1,0,1
"Predrag Zimonjic",29,"Serbia and Montenegro",2000,Waterpolo,0,0,1,1
"Irek Zinnurov",31,Russia,2000,Waterpolo,0,1,0,1
"Tai Aguero",23,Cuba,2000,Volleyball,1,0,0,1
"Yevgeniya Artamonova-Estes",25,Russia,2000,Volleyball,0,1,0,1
"Vladimir Batez",31,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
"Yelena Batukhtina-Tyurina",29,Russia,2000,Volleyball,0,1,0,1
"Anastasiya Belikova",21,Russia,2000,Volleyball,0,1,0,1
"Regla Bell",30,Cuba,2000,Volleyball,1,0,0,1
"Slobodan Boškan",25,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
"Marco Bracci",34,Italy,2000,Volleyball,0,0,1,1
"Mirko Corsano",26,Italy,2000,Volleyball,0,0,1,1
"Marlenis Costa",27,Cuba,2000,Volleyball,1,0,0,1
Elisângela,21,Brazil,2000,Volleyball,0,0,1,1
"Alessandro Fei",21,Italy,2000,Volleyball,0,0,1,1
"Ana Ivis Fernández",27,Cuba,2000,Volleyball,1,0,0,1
Fofão,30,Brazil,2000,Volleyball,0,0,1,1
"Mirka Francis",25,Cuba,2000,Volleyball,1,0,0,1
"Yekaterina Gamova",19,Russia,2000,Volleyball,0,1,0,1
"Andrea Gardini",34,Italy,2000,Volleyball,0,0,1,1
"Aleksandr Gerasimov",25,Russia,2000,Volleyball,0,1,0,1
"Andrija Geric",23,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
"Andrea Giani",30,Italy,2000,Volleyball,0,0,1,1
"Lena Godina",22,Russia,2000,Volleyball,0,1,0,1
"Valery Goryushev",26,Russia,2000,Volleyball,0,1,0,1
"Tatyana Gracheva",27,Russia,2000,Volleyball,0,1,0,1
"Pasquale Gravina",30,Italy,2000,Volleyball,0,0,1,1
"Nikola Grbic",27,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
"Vladimir Grbic",29,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
Janina,27,Brazil,2000,Volleyball,0,0,1,1
Karin,28,Brazil,2000,Volleyball,0,0,1,1
Kátia,27,Brazil,2000,Volleyball,0,0,1,1
"Aleksey Kazakov",24,Russia,2000,Volleyball,0,1,0,1
Kely,25,Brazil,2000,Volleyball,0,0,1,1
"Vadim Khamuttskikh",30,Russia,2000,Volleyball,0,1,0,1
Kiki,20,Brazil,2000,Volleyball,0,0,1,1
"Slobodan Kovac",33,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
"Aleksey Kuleshov",21,Russia,2000,Volleyball,0,1,0,1
Leila,28,Brazil,2000,Volleyball,0,0,1,1
"Mireya Luis",33,Cuba,2000,Volleyball,1,0,0,1
"Luigi Mastrangelo",25,Italy,2000,Volleyball,0,0,1,1
"Marco Meoni",27,Italy,2000,Volleyball,0,0,1,1
"Ðula Mešter",28,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
"Vasa Mijic",27,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
"Ivan Miljkovic",21,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
"Yevgeny Mitkov",28,Russia,2000,Volleyball,0,1,0,1
"Nataliya Morozova",27,Russia,2000,Volleyball,0,1,0,1
"Ruslan Olikhver",31,Russia,2000,Volleyball,0,1,0,1
"Samuele Papi",27,Italy,2000,Volleyball,0,0,1,1
"Olga Potashova",24,Russia,2000,Volleyball,0,1,0,1
Raquel,22,Brazil,2000,Volleyball,0,0,1,1
Ricarda,30,Brazil,2000,Volleyball,0,0,1,1
"Simone Rosalba",24,Italy,2000,Volleyball,0,0,1,1
"Yumilka Ruíz",22,Cuba,2000,Volleyball,1,0,0,1
"Inessa Sargsyan",28,Russia,2000,Volleyball,0,1,0,1
"Andrea Sartoretti",29,Italy,2000,Volleyball,0,0,1,1
"Ilya Savelyev",29,Russia,2000,Volleyball,0,1,0,1
"Igor Shulepov",27,Russia,2000,Volleyball,0,1,0,1
"Lyubov Sokolova-Shashkova",22,Russia,2000,Volleyball,0,1,0,1
"Sergey Tetyukhin",24,Russia,2000,Volleyball,0,1,0,1
"Yelizaveta Tishchenko",25,Russia,2000,Volleyball,0,1,0,1
"Paolo Tofoli",34,Italy,2000,Volleyball,0,0,1,1
"Regla Torres",25,Cuba,2000,Volleyball,1,0,0,1
"Konstantin Ushakov",30,Russia,2000,Volleyball,0,1,0,1
"Yelena Vasilevskaya",22,Russia,2000,Volleyball,0,1,0,1
Virna,29,Brazil,2000,Volleyball,0,0,1,1
"Goran Vujevic",27,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
"Igor Vušurovic",25,"Serbia and Montenegro",2000,Volleyball,1,0,0,1
Walewska,21,Brazil,2000,Volleyball,0,0,1,1
"Roman Yakovlev",24,Russia,2000,Volleyball,0,1,0,1
"Chen Jing",31,"Chinese Taipei",2000,"Table Tennis",0,0,1,1
"Patrick Chila",30,France,2000,"Table Tennis",0,0,1,1
"Jean-Philippe Gatien",31,France,2000,"Table Tennis",0,0,1,1
"Kim Mu-Gyo",25,"South Korea",2000,"Table Tennis",0,0,1,1
"Sun Jin",20,China,2000,"Table Tennis",0,1,0,1
"Jan-Ove Waldner",34,Sweden,2000,"Table Tennis",0,1,0,1
"Wang Liqin",22,China,2000,"Table Tennis",1,0,0,1
"Yan Sen",25,China,2000,"Table Tennis",1,0,0,1
"Yang Ying",23,China,2000,"Table Tennis",0,1,0,1
"Yu Ji-Hye",24,"South Korea",2000,"Table Tennis",0,0,1,1
"Michellie Jones",31,Australia,2000,Triathlon,0,1,0,1
"Brigitte McMahon",33,Switzerland,2000,Triathlon,1,0,0,1
"Magali Messmer",29,Switzerland,2000,Triathlon,0,0,1,1
"Jan Rehula",26,"Czech Republic",2000,Triathlon,0,0,1,1
"Stephan Vuckovic",28,Germany,2000,Triathlon,0,1,0,1
"Simon Whitfield",25,Canada,2000,Triathlon,1,0,0,1
"Karen Cockburn",20,Canada,2000,Trampoline,0,0,1,1
"Irina Karavayeva",25,Russia,2000,Trampoline,1,0,0,1
"Aleksandr Moskalenko",30,Russia,2000,Trampoline,1,0,0,1
"Oksana Tsyhulova",26,Ukraine,2000,Trampoline,0,1,0,1
"Mathieu Turgeon",21,Canada,2000,Trampoline,0,0,1,1
"Ji Wallace",23,Australia,2000,Trampoline,0,1,0,1
"Hamide Bikçin",22,Turkey,2000,Taekwondo,0,0,1,1
"Dominique Bosshart",22,Canada,2000,Taekwondo,0,0,1,1
"Lauren Burns",26,Australia,2000,Taekwondo,1,0,0,1
"Chen Zhong",17,China,2000,Taekwondo,1,0,0,1
"Chi Shu-Ju",17,"Chinese Taipei",2000,Taekwondo,0,0,1,1
"Faissal Ebnoutalib",29,Germany,2000,Taekwondo,0,1,0,1
"Gabriel Esparza",27,Spain,2000,Taekwondo,0,1,0,1
"Víctor Estrada",28,Mexico,2000,Taekwondo,0,0,1,1
"Pascal Gentil",27,France,2000,Taekwondo,0,0,1,1
"Trude Gundersen",23,Norway,2000,Taekwondo,0,1,0,1
"Huang Chih-Hsiung",23,"Chinese Taipei",2000,Taekwondo,0,0,1,1
"Nataliya Ivanova",29,Russia,2000,Taekwondo,0,1,0,1
"Jung Jae-Eun",20,"South Korea",2000,Taekwondo,1,0,0,1
"Kim Gyeong-Hun",25,"South Korea",2000,Taekwondo,1,0,0,1
